identity_id,family_candidate,source_artifact_path,risk_class,aggregate_risk_score,critical_dimensions,granularity_class
CTX_EXP0018_DAYE_TRADER_DAYE_SESSIONBOXAUDIT_C0F8E160_V1,EXP0018_DAYE_TRADER,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxAudit.mqh,HIGH,84,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0018_DAYE_TRADER_DAYE_SESSIONBOXCHARTRESOLVER_1DD90E47_V1,EXP0018_DAYE_TRADER,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxChartResolver.mqh,CRITICAL,94,"[""CURRENT_BAR_OR_FUTURE_AWARENESS""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0018_DAYE_TRADER_DAYE_SESSIONBOXENGINE_0348DEDA_V1,EXP0018_DAYE_TRADER,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxEngine.mqh,HIGH,85,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0018_DAYE_TRADER_DAYE_SESSIONBOXEVENTS_CC0BDAE1_V1,EXP0018_DAYE_TRADER,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxEvents.mqh,HIGH,74,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0018_DAYE_TRADER_DAYE_SESSIONBOXGEOMETRY_66108964_V1,EXP0018_DAYE_TRADER,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxGeometry.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0018_DAYE_TRADER_DAYE_SESSIONBOXIDENTITY_FB0EA611_V1,EXP0018_DAYE_TRADER,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxIdentity.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0018_DAYE_TRADER_DAYE_SESSIONBOXOBJECTMANAGER_FE491CC0_V1,EXP0018_DAYE_TRADER,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxObjectManager.mqh,HIGH,82,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0018_DAYE_TRADER_DAYE_SESSIONBOXPOLICY_8AF29486_V1,EXP0018_DAYE_TRADER,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxPolicy.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0018_DAYE_TRADER_DAYE_SESSIONBOXSELFTEST_14B01487_V1,EXP0018_DAYE_TRADER,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxSelfTest.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0018_DAYE_TRADER_DAYE_SESSIONBOXSTORE_F5089EBF_V1,EXP0018_DAYE_TRADER,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxStore.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0018_DAYE_TRADER_DAYE_SESSIONBOXTYPES_C5C9CA40_V1,EXP0018_DAYE_TRADER,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxTypes.mqh,HIGH,75,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0018_DAYE_TRADER_VALIDATE_EXP0018_PHASE05_HUNT_OBSERVATIO_F70B4D51_V1,EXP0018_DAYE_TRADER,lab/10_infrastructure/EXP0018_daye_trader/tools/validate_exp0018_phase05_hunt_observation_v2.py,MODERATE,45,[],CONTEXT_TEST_OR_VALIDATOR
CTX_EXP0018_DAYE_TRADER_VALIDATE_EXP0018_PHASE07_REFERENCE_LIFEC_8AAFFDEC_V1,EXP0018_DAYE_TRADER,lab/10_infrastructure/EXP0018_daye_trader/tools/validate_exp0018_phase07_reference_lifecycle_v2.py,CRITICAL,85,"[""EXECUTION_COUPLING"",""BROKER_OR_NETWORK_COUPLING""]",CONTEXT_TEST_OR_VALIDATOR
CTX_EXP0018_DAYE_TRADER_VALIDATE_EXP0018_PHASE08_DIVERGENCE_DRAW_CD61590F_V1,EXP0018_DAYE_TRADER,lab/10_infrastructure/EXP0018_daye_trader/tools/validate_exp0018_phase08_divergence_drawing_v2.py,CRITICAL,103,"[""EXECUTION_COUPLING"",""BROKER_OR_NETWORK_COUPLING""]",CONTEXT_TEST_OR_VALIDATOR
CTX_EXP0018_DAYE_TRADER_VALIDATE_EXP0018_PHASE09_SESSION_BOXES_V_6C399DC1_V1,EXP0018_DAYE_TRADER,lab/10_infrastructure/EXP0018_daye_trader/tools/validate_exp0018_phase09_session_boxes_v2.py,CRITICAL,97,"[""EXECUTION_COUPLING"",""BROKER_OR_NETWORK_COUPLING""]",CONTEXT_TEST_OR_VALIDATOR
CTX_EXP0019_FAERIE_PROTOCOL_FP_I02_STATEMACHINES_7CA36E93_V1,EXP0019_FAERIE_PROTOCOL,mql5/Include/FaerieProtocol/EXP0019/Core/FP_I02_StateMachines.mqh,MODERATE,47,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0019_FAERIE_PROTOCOL_FP_I03_SESSIONCALENDAR_08F0FC63_V1,EXP0019_FAERIE_PROTOCOL,mql5/Include/FaerieProtocol/EXP0019/Time/FP_I03_SessionCalendar.mqh,MODERATE,47,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0019_FAERIE_PROTOCOL_FP_I03_SESSIONREGISTRY_20087248_V1,EXP0019_FAERIE_PROTOCOL,mql5/Include/FaerieProtocol/EXP0019/Time/FP_I03_SessionRegistry.mqh,MODERATE,47,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0019_FAERIE_PROTOCOL_FP_I06_HUNTADAPTER_55745888_V1,EXP0019_FAERIE_PROTOCOL,mql5/Include/AlphaLab/EXP0019/FaerieProtocol/I06/FP_I06_HuntAdapter.mqh,MODERATE,47,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0019_FAERIE_PROTOCOL_FP_I07_LIFECYCLEENGINE_EC57EC9E_V1,EXP0019_FAERIE_PROTOCOL,mql5/Include/AlphaLab/EXP0019/FaerieProtocol/I07/FP_I07_LifecycleEngine.mqh,MODERATE,35,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0019_FAERIE_PROTOCOL_FP_I15_ORDERLIFECYCLE_5CCF9B27_V1,EXP0019_FAERIE_PROTOCOL,mql5/Include/AlphaLab/EXP0019/FaerieProtocol/I15/FP_I15_OrderLifecycle.mqh,MODERATE,35,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_EXP0019_FAERIE_PROTOCOL_HUNT_CFFF67EC_V1,EXP0019_FAERIE_PROTOCOL,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i06/python/fp_i06_relations/hunt.py,UNKNOWN,35,[],AMBIGUOUS_CONTEXT_LIKE
CTX_EXP0019_FAERIE_PROTOCOL_LIFECYCLE_E9F7DFCF_V1,EXP0019_FAERIE_PROTOCOL,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i02/python/fp_i02_kernel/lifecycle.py,UNKNOWN,47,[],AMBIGUOUS_CONTEXT_LIKE
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_ANALYZE_NDS_HOOK_864_TESTER_LOG_2BF6681F_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/analyze_nds_hook_864_tester_log.py,CRITICAL,98,"[""SECURITY_SENSITIVITY"",""IDENTITY_AMBIGUITY""]",AMBIGUOUS_CONTEXT_LIKE
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_COMPARE_NDS_HOOK_864_ACCELERATION_LOGS_3B08C531_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/compare_nds_hook_864_acceleration_logs.py,CRITICAL,98,"[""SECURITY_SENSITIVITY"",""IDENTITY_AMBIGUITY""]",AMBIGUOUS_CONTEXT_LIKE
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_DAL_E0009HTF123HOOKENGINE_CB807B50_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/Execution/E0009/DAL_E0009HTF123HookEngine.mqh,HIGH,61,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_ACCEPTANCEAUDIT_C5EC3103_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_AcceptanceAudit.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_ACCEPTANCERULES_24AB0F6F_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_AcceptanceRules.mqh,MODERATE,41,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_ACCEPTANCETYPES_482E558C_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_AcceptanceTypes.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_AMBIGUITYAUDIT_04CEEA21_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_AmbiguityAudit.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_AMBIGUITYRULES_0DAD0723_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_AmbiguityRules.mqh,MODERATE,51,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_AMBIGUITYTYPES_B3D9FFC3_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_AmbiguityTypes.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_AUDIT_0E8AA8E0_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_Audit.mqh,MODERATE,53,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_BARSNAPSHOT_B8A056B6_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_BarSnapshot.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_BROKERDRYRUNENGINE_10FC86C7_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_BrokerDryRunEngine.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_BROKERDRYRUNEXPORT_7B391A83_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_BrokerDryRunExport.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_BROKERDRYRUNRULES_92C21B3A_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_BrokerDryRunRules.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_BROKERREQUESTAUDITENGINE_37A5EE92_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_BrokerRequestAuditEngine.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_BROKERREQUESTAUDITEXPORT_074D97C9_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_BrokerRequestAuditExport.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_BROKERREQUESTAUDITRULES_82E2AFE4_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_BrokerRequestAuditRules.mqh,CRITICAL,84,"[""EXECUTION_COUPLING""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_BROKERREQUESTLEDGERENGINE_EE339062_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_BrokerRequestLedgerEngine.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_BROKERREQUESTLEDGEREXPORT_EFEB26CA_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_BrokerRequestLedgerExport.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_BROKERREQUESTLEDGERRULES_92DB7324_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_BrokerRequestLedgerRules.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_BROKERVALIDATORENGINE_7B453EDB_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_BrokerValidatorEngine.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_BROKERVALIDATOREXPORT_3B0F7F5B_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_BrokerValidatorExport.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_BROKERVALIDATORRULES_DA7724CC_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_BrokerValidatorRules.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_CANONICALAUDIT_090CDED8_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_CanonicalAudit.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_CANONICALIZER_22224C08_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_Canonicalizer.mqh,MODERATE,53,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_CANONICALRULES_5EA0A257_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_CanonicalRules.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_CANONICALTYPES_647744EA_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_CanonicalTypes.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_EXPORTENGINE_A2B850F1_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_ExportEngine.mqh,HIGH,75,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_EXPORTROWS_8C86C20D_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_ExportRows.mqh,HIGH,65,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_EXPORTTYPES_ADC5DCEE_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_ExportTypes.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_F1LIFECYCLEAUDIT_4493FFAB_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_F1LifecycleAudit.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_F1LIFECYCLEENGINE_4D26876C_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_F1LifecycleEngine.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_F1LIFECYCLERULES_F7582842_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_F1LifecycleRules.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_F2LIFECYCLEAUDIT_67714ED5_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_F2LifecycleAudit.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_F2LIFECYCLEENGINE_FCCCC1F9_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_F2LifecycleEngine.mqh,MODERATE,41,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_F2LIFECYCLERULES_FDCBA47F_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_F2LifecycleRules.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_F3LIFECYCLEAUDIT_4ED707A6_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_F3LifecycleAudit.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_F3LIFECYCLEENGINE_0EF04966_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_F3LifecycleEngine.mqh,MODERATE,41,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_F3LIFECYCLERULES_7F986616_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_F3LifecycleRules.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_FINALCSVNORMALIZATIONEXPORT_E0F50558_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_FinalCsvNormalizationExport.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_FINALCSVNORMALIZATIONRULES_FD4C2243_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_FinalCsvNormalizationRules.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_FINALDECISIONSTATEEXPORT_FB05E0E5_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_FinalDecisionStateExport.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_FINALDECISIONSTATERULES_E896757F_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_FinalDecisionStateRules.mqh,CRITICAL,85,"[""EXECUTION_COUPLING""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_FLAGBODYAUDIT_18A82070_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_FlagBodyAudit.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_FLAGBODYENGINE_AE96D52C_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_FlagBodyEngine.mqh,MODERATE,41,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_FLAGBODYRULES_C75D1F19_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_FlagBodyRules.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKAUDIT_51185FCA_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookAudit.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKCONTEXT_7992183A_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookContext.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKENGINE_6BFD25FB_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookEngine.mqh,CRITICAL,74,"[""CURRENT_BAR_OR_FUTURE_AWARENESS""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE01ENGINE_9D1D4C0F_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase01Engine.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE01EXPORT_AE51A089_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase01Export.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE01RULES_FECF8C5B_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase01Rules.mqh,MODERATE,41,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE01TYPES_3258CC26_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase01Types.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE02DETECTIONCORE_ADD6078D_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase02DetectionCore.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE02ENGINE_A107C0C1_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase02Engine.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE02EXPORT_A584EA52_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase02Export.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE02RULES_C1B121E9_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase02Rules.mqh,CRITICAL,65,"[""CURRENT_BAR_OR_FUTURE_AWARENESS""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE02TYPES_2A17D67A_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase02Types.mqh,MODERATE,42,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE03ENGINE_4F4F9AA9_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase03Engine.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE03EXPORT_9FB3FC79_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase03Export.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE03RULES_5CBD6A09_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase03Rules.mqh,MODERATE,41,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE03TYPES_4284B50E_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase03Types.mqh,MODERATE,41,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE04ENGINE_D69E1049_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase04Engine.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE04EXPORT_4AFF0D44_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase04Export.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE04RULES_4B66D200_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase04Rules.mqh,MODERATE,41,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE04TYPES_A3861803_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase04Types.mqh,MODERATE,41,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE05ENGINE_19C1BC95_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase05Engine.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE05EXPORT_1C97F8F7_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase05Export.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
